"96","Paarde straat ","https://adamlink.nl/geo/street/paardenstraat/3439"
"97","Bakkers straat","https://adamlink.nl/geo/street/bakkersstraat/278"
"98","Balk met oog steeg","https://adamlink.nl/geo/street/balk-in-t-oogsteeg/290"
"99","Slepers steeg","https://adamlink.nl/geo/street/sleperssteeg-bij-amstel/5904"
"100","Halvemaans steeg","https://adamlink.nl/geo/street/halvemaansteeg/1644"
"101","Waater steeg","https://adamlink.nl/geo/street/regulierssteeg/3764"
"102","Reguliers bree straat","https://adamlink.nl/geo/street/reguliersbreestraat/3761"
"103","Regulier steeg","https://adamlink.nl/geo/street/korte-reguliersdwarsstraat/2485"
"104","Schaape steeg","https://adamlink.nl/geo/street/schapensteeg/3975"
"105","Land van beloftens steeg","https://adamlink.nl/geo/street/land-van-beloften-steeg/5615"
"106","Suijkker Bakkers steeg","https://adamlink.nl/geo/street/suykerbakkersteeg/5477"
"107","St. Piters steeg","https://adamlink.nl/geo/street/sint-pieterssteeg/4113"
"108","Arent bouwen steeg","https://adamlink.nl/geo/street/arendt-bouwes-steeg/5616"
"109","Blindemans steeg","https://adamlink.nl/geo/street/blindemansteeg/499"
"110","Spaar pot steeg","https://adamlink.nl/geo/street/spaarpot-steegje/5617"
"111","Mande makers steeg","https://adamlink.nl/geo/street/mandemakers-steeg/5648"
"112","Geel vinks dwars steeg","https://adamlink.nl/geo/street/geelvinck-dwarssteeg/5430"
"113","Oopen Harts dwars steeg","https://adamlink.nl/geo/street/openhartdwarssteeg/7016"
"114","Geel vinks steeg","https://adamlink.nl/geo/street/geelvinckssteeg/1449"
"115","Oopen Hart steeg","https://adamlink.nl/geo/street/openhartsteeg/3342"
"116","Sint Ioris steeg","https://adamlink.nl/geo/street/sint-jorisstraat/4105"
"117","Reguliers dwars straat","https://adamlink.nl/geo/street/reguliersdwarsstraat/3762"
"118","Kater steeg","https://adamlink.nl/geo/street/katersteeg/5663"
"119","Mande makers steeg","https://adamlink.nl/geo/street/mandemakerssteeg/7017"
"120","Beulink straat","https://adamlink.nl/geo/street/beulingstraat/431"
"121","Dubbelde worst steeg","https://adamlink.nl/geo/street/dubbeleworststeeg/1105"
"122","Hey steeg","https://adamlink.nl/geo/street/wijde-heisteeg/5010"
"123","Huyde straat","https://adamlink.nl/geo/street/huidenstraat/1913"
"124","Gouts blom steeg","https://adamlink.nl/geo/street/goudsblom-steeg/5660"
"125","Vlas steeg","https://adamlink.nl/geo/street/vlasblom-steeg/5661"
"126","Buyssen steeg","https://adamlink.nl/geo/street/buyssestraat/7018"
"127","Spiegel straat","https://adamlink.nl/geo/street/oude-spiegelstraat/3391"
"128","Wolver straat","https://adamlink.nl/geo/street/wolvenstraat/5124"
"129","Lammere steeg","https://adamlink.nl/geo/street/lammersteeg/7019"
"130","Romyns-arm steeg","https://adamlink.nl/geo/street/romeinsarmsteeg/3871"
"131","Koks steeg","https://adamlink.nl/geo/street/koks-steeg/5474"
"132","Treeft steeg","https://adamlink.nl/geo/street/treeftsteeg/4506"
"133","Moole straat","https://adamlink.nl/geo/street/gasthuismolensteeg/1439"
"134","Harte straat","https://adamlink.nl/geo/street/hartenstraat/1676"
"135","Schilders steeg","https://adamlink.nl/geo/street/schilderssteeg/7023"
"136","Drie-konik straat","https://adamlink.nl/geo/street/driekoningenstraat/1096"
"137","Ham-eters steeg","https://adamlink.nl/geo/street/hameeterssteeghje/5649"
"138","Oude-Lely straat","https://adamlink.nl/geo/street/oude-leliestraat/3386"
"139","Smits steeg","https://adamlink.nl/geo/street/smitssteeghje/5669"
"140","Berg straat","https://adamlink.nl/geo/street/bergstraat/396"
"141","Heere straat","https://adamlink.nl/geo/street/herenstraat/1770"
"142","Korsis steeg","https://adamlink.nl/geo/street/korsjespoortsteeg/2460"
"143","Lange dwars straat","https://adamlink.nl/geo/street/roomolenstraat/3875"
"144","Meule steeg","https://adamlink.nl/geo/street/roomolenstraat/3875"
"145","Lange straat","https://adamlink.nl/geo/street/langestraat/2616"
"146","Haarlemmer straat","https://adamlink.nl/geo/street/haarlemmerstraat/1629"
"147","Brouwer straat","https://adamlink.nl/geo/street/brouwersstraat/7056"
"148","Wieringer straat","https://adamlink.nl/geo/street/wieringerstraat/6331"
"149","Roo-koe steeg",
"150","Visschers straat","https://adamlink.nl/geo/street/vissersstraat/7024"
"151","Brande-wyns steeg","https://adamlink.nl/geo/street/brandewyns-steeg/5455"
"152","Hooy-wagens steeg","https://adamlink.nl/geo/street/t-fraye-steegje/7025"
"153","Rotgans steeg","https://adamlink.nl/geo/street/rotganssteeg/3892"
"154","Gouwenaars steeg","https://adamlink.nl/geo/street/gouwenaarssteeg/1538"
"155","Smak steeg","https://adamlink.nl/geo/street/smaksteeg/4156"
"156","Engelsche steeg","https://adamlink.nl/geo/street/engelse-pelgrimsteeg/1260"
"157","t Hekel-veld","https://adamlink.nl/geo/street/spuistraat/4276"
"158","Swarte-byl steeg","https://adamlink.nl/geo/street/zwarte-bijlsteeg/5779"
"159","Smits steeg","https://adamlink.nl/geo/street/smids-steeg/5418"
"160","t Hemelryk","https://adamlink.nl/geo/street/groot-hemelrijk/6948"
"161","Yeroene steeg","https://adamlink.nl/geo/street/jeroenensteeg/2133"
"162","t Katte gatt","https://adamlink.nl/geo/street/kattengat/2322"
"163","t Vagevier","https://adamlink.nl/geo/street/klein-hemelrijk/5740"
"164","Teer-keetel steeg","https://adamlink.nl/geo/street/teerketelsteeg/4382"
"165","Korsies-poort steeg","https://adamlink.nl/geo/street/korte-korsjespoortsteeg/2474"
"166","Lijnbaan steeg","https://adamlink.nl/geo/street/lijnbaanssteeg/2699"
"167","Kleyne huys-sitten steeg","https://adamlink.nl/geo/street/nieuwe-spaarpotsteeg/3174"
"168","Jan Roon Poorts toren","https://adamlink.nl/geo/street/torensteeg/4492"
"169","Huys-sitten steeg","https://adamlink.nl/geo/street/korte-huiszittensteeg/5674"
"170","Gast huys molen steeg","https://adamlink.nl/geo/street/korte-gasthuismolensteeg/7008"
"171","De Hall","https://adamlink.nl/geo/street/de-hel/7009"
"172","Kleyne kruys steeg","https://adamlink.nl/geo/street/kleyne-kruys-steeg/5641"
"173","Kruys steeg","https://adamlink.nl/geo/street/schoorsteenvegerssteeg/4024"
"174","Raam steeg","https://adamlink.nl/geo/street/raamsteeg/3726"
"175","Vyf vligen straat","https://adamlink.nl/geo/street/vliegendesteeg/4778"
"176","Hey steeg","https://adamlink.nl/geo/street/heisteeg/1710"
"177","Heylige weg","https://adamlink.nl/geo/street/heiligeweg/1705"
"178","Klarisse Klooster","https://adamlink.nl/geo/street/dwars-klooster/5729"
"178","Klarisse Klooster","https://adamlink.nl/geo/street/derde-klooster/5440"
"178","Klarisse Klooster","https://adamlink.nl/geo/street/midden-klooster/5752"
"179","Kalver straat","https://adamlink.nl/geo/street/kalverstraat/2269"
"180","St Joris steeg","https://adamlink.nl/geo/street/st-joris-steeg/5624"
"181","Kaater steeg","https://adamlink.nl/geo/street/blinde-katersteeg/5782"
"182","Oly Slagers steeg","https://adamlink.nl/geo/street/olieslagerssteeg/3282"
"183","Hand-boog straat","https://adamlink.nl/geo/street/handboogstraat/1653"
"184","Voet-boog straat","https://adamlink.nl/geo/street/voetboogstraat/4787"
"185","Rose-boom steeg","https://adamlink.nl/geo/street/rozenboomsteeg/3897"
"186","Roskam steeg","https://adamlink.nl/geo/street/roskamsteeg/3885"
"187","Weyde Raam steeg","https://adamlink.nl/geo/street/rosmarijnsteeg/3886"
"188","Wye steeg","https://adamlink.nl/geo/street/wijdesteeg/5015"
"189","Leger steeg","https://adamlink.nl/geo/street/leger-steeg/5489"
"190","t Keyserrijk","https://adamlink.nl/geo/street/keizerrijk/2336"
"191","Stil steeg","https://adamlink.nl/geo/street/stilsteeg/7006"
"192","Groot-huis sitten steeg","https://adamlink.nl/geo/street/huiszittensteeg/5675"
"193","Mol steeg","https://adamlink.nl/geo/street/molsteeg/3022"
"194","Schuyt-mans steeg","https://adamlink.nl/geo/street/mosterdpotsteeg/3046"
"195","Kley-mans steeg","https://adamlink.nl/geo/street/korte-lijnbaanssteeg/2477"
"196","Potte-bakkers steeg","https://adamlink.nl/geo/street/korte-kolksteeg/2471"
"197","Water -schips steeg","https://adamlink.nl/geo/street/waterschip-steeg/5630"
"198","Klim-op straat","https://adamlink.nl/geo/street/klimopstraatje/2401"
"199","Brouwers steeg","https://adamlink.nl/geo/street/brouwerssteeg/5723"
"200","Rams-kooy","https://adamlink.nl/geo/street/ramskooi/3734"
"201","Hasselaars steeg","https://adamlink.nl/geo/street/hasselaerssteeg/1679"
"202","Nieuwen-dyck","https://adamlink.nl/geo/street/nieuwendijk/3198"
"203","Malle frans steeg","https://adamlink.nl/geo/street/klokkegang/5844"
"204","Arm steeg","https://adamlink.nl/geo/street/nieuwezijds-armsteeg/3205"
"205","De braak","https://adamlink.nl/geo/street/oude-braak/3381"
"206","St Jacob straat","https://adamlink.nl/geo/street/sint-jacobsstraat/4103"
"207","Kolk steeg","https://adamlink.nl/geo/street/kolksteeg/2432"
"208","Spanjaards poortie","https://adamlink.nl/geo/street/spanjaert-spoortjen/5650"
"209","Dirck van assens steeg","https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026"
"210","Suykker bakkers steeg","https://adamlink.nl/geo/street/suikerbakkerssteeg/4349"
"211","Nieuwe straat","https://adamlink.nl/geo/street/nieuwe-nieuwstraat/3165"
"212","St Geertruys steeg","https://adamlink.nl/geo/street/sint-geertruidensteeg/4099"
"213","St Nicolaas straat","https://adamlink.nl/geo/street/sint-nicolaasstraat/4107"
"214","t Hol","https://adamlink.nl/geo/street/t-hol/4365"
"215","Blaauwe straat","https://adamlink.nl/geo/street/blaeustraat/484"
"216","Graave straat","https://adamlink.nl/geo/street/gravenstraat/1553"
"217","Mosis en Aron straat","https://adamlink.nl/geo/street/mozes-en-aaronstraat/3053"
"218","Gast huys steeg","https://adamlink.nl/geo/street/gasthuissteeg/5845"
"219","Boere steeg","https://adamlink.nl/geo/street/boerensteeg/7004"
"220","Ionge roelofs steeg","https://adamlink.nl/geo/street/jonge-roelensteeg/2221"
"221","Spyker boor steeg","https://adamlink.nl/geo/street/spykerboors-steeg/5466"
"222","Swarte haan steeg","https://adamlink.nl/geo/street/azynmakers-steeg/5467"
"223","Melkmeysiens steeg","https://adamlink.nl/geo/street/melkmeisjes-steeg/5468"
"224","Sloter-dykk steeg","https://adamlink.nl/geo/street/sloterdijksteeg/5766"
"225","Pensionaris steeg","https://adamlink.nl/geo/street/pensionaris-steeg/5465"
"226","Moriaans steeg","https://adamlink.nl/geo/street/moriaan-steeg/5436"
"227","Witte-kelk steeg","https://adamlink.nl/geo/street/wittekelk-steeg/5437"
"228","Swartz-paard steeg","https://adamlink.nl/geo/street/zwartepaard-steeg/5438"
"229","Turkx-hoofts steeg","https://adamlink.nl/geo/street/turfhok-steeg/5439"
"230","St Lucia steeg","https://adamlink.nl/geo/street/sint-luciensteeg/4106"
"231","Bagyne steeg","https://adamlink.nl/geo/street/begijnensteeg/346"
"232","Tak steeg","https://adamlink.nl/geo/street/taksteeg/4374"
"233","Waater steeg","https://adamlink.nl/geo/street/watersteeg/6629"
"234","Enge-kapel steeg","https://adamlink.nl/geo/street/enge-kapelsteeg/1257"
"235","Nieuwe seydts kapel","https://adamlink.nl/geo/building/nieuwezijds-kapel/556"
"236","Wyde kapel steeg","https://adamlink.nl/geo/street/wijde-kapelsteeg/5011"
"237","Duyfiens steeg","https://adamlink.nl/geo/street/duifjessteeg/1112"
"238","Spaar-pot steeg","https://adamlink.nl/geo/street/gapersteeg/1436"
"239","Spreeuw-pot of Hoere steeg","https://adamlink.nl/geo/street/spaarpotsteeg/4203"
"240","Paapen broek steeg","https://adamlink.nl/geo/street/papenbroekssteeg/3466"
"241","Roo leeuws of krom-elleboog steeg","https://adamlink.nl/geo/street/kromelleboogsteeg/2541"
"242","Beurs straat","https://adamlink.nl/geo/street/beursstraat/7003"
"243","Valk steeg","https://adamlink.nl/geo/street/valkensteeg/4620"
"244","Rommeney straat","https://adamlink.nl/geo/street/damraksteeg/883"
"245","Sout steeg","https://adamlink.nl/geo/street/zoutsteeg/5190"
"246","Baafiens steeg","https://adamlink.nl/geo/street/baefjes-steeg/5625"
"247","Vrouwe steeg","https://adamlink.nl/geo/street/onze-lieve-vrouwesteeg/3301"
"248","Mande-maker steeg","https://adamlink.nl/geo/street/mandenmakerssteeg/2834"
"249","Oude-brug steeg","https://adamlink.nl/geo/street/oudebrugsteeg/3394"
"250","Karrende-melk steeg","https://adamlink.nl/geo/street/karnemelksteeg/2298"
"251","Kapel steeg","https://adamlink.nl/geo/street/haringpakkerssteeg/1666"
"252","Nieuw-brug steeg","https://adamlink.nl/geo/street/nieuwebrugsteeg/3187"
"253","St Olofs-poort","https://adamlink.nl/geo/street/sint-olofspoort/4108"
"254","Ouwe-Zeyds kapel","https://adamlink.nl/geo/building/sint-olofskapel/174"
"255","Ouwe-Zeyds kapel steeg","https://adamlink.nl/geo/street/enge-kapelsteeg/7026"
"256","Wyngaard straat","https://adamlink.nl/geo/street/wijngaardsstraatje/5019"
"257","Warmoes straat","https://adamlink.nl/geo/street/warmoesstraat/4883"
"258","Gulde-hand steeg","https://adamlink.nl/geo/street/guldehandsteeg/1603"
"259","Ouwe-brug steeg","https://adamlink.nl/geo/street/oudebrugsteeg/3394"
"260","Stads-accys huys","https://adamlink.nl/geo/building/accijnshuis/1430"
"261","Enge-kerk steeg","https://adamlink.nl/geo/street/enge-kerksteeg/1258"
"262","Wyde-kerk steeg","https://adamlink.nl/geo/street/wijde-kerksteeg/5012"
"263","Naam-Jesus steeg","https://adamlink.nl/geo/street/zoetenaam-steegje/5488"
"264","St Anna dwars straat","https://adamlink.nl/geo/street/sint-annendwarsstraat/4094"
"265","Papen-brug steeg","https://adamlink.nl/geo/street/papenbrugsteeg/3467"
"266","Vis steeg","https://adamlink.nl/geo/street/vissteeg/5677"
"267","Uystregtsche-steyger steeg","https://adamlink.nl/geo/street/hermietenstraat/1785"
"268","Gans-oort","https://adamlink.nl/geo/street/gansoord/6996"
"269","Nardorst steeg","https://adamlink.nl/geo/street/nadorststeeg/3084"
"270","St Pieters poort","https://adamlink.nl/geo/street/sint-pieters-poort/5463"
"271","Wyde Leen bank steeg","https://adamlink.nl/geo/street/wijde-lombardsteeg/5013"
"272","Pens steeg","https://adamlink.nl/geo/street/cellebroerssteeg/725"
"273","Styfsel steeg","https://adamlink.nl/geo/street/kalfsvelsteeg/2265"
"274","Lange-brug steeg","https://adamlink.nl/geo/street/langebrugsteeg/2614"
"275","Grimmenisse sluys","https://adamlink.nl/geo/street/grimnessersluis/5701"
"276","Nieuwe doele strat","https://adamlink.nl/geo/street/nieuwe-doelenstraat/3142"
"277","Oude zyts heere logement","https://adamlink.nl/geo/building/oudezijds-herenlogement/1259"
"278","Gebed zonder endt","https://adamlink.nl/geo/street/gebed-zonder-end/1441"
"279","Silver steeg","https://adamlink.nl/geo/street/kuiperssteeg/2567"
"280","Barber straat","https://adamlink.nl/geo/street/sint-barberenstraat/4098"
"281","Leen bank steeg","https://adamlink.nl/geo/street/enge-lombardsteeg/1259"
"282","Anatomi",
"283","St Piters steeg","https://adamlink.nl/geo/street/sint-pieterspoortsteeg/4112"
"284","Pieter-jakobs straat","https://adamlink.nl/geo/street/pieter-jacobszstraat/3569"
"285","Pieter-jakobs dwars straat","https://adamlink.nl/geo/street/pieter-jacobszdwarsstraat/3568"
"286","Steen-houwers steeg","https://adamlink.nl/geo/street/steenhouwerssteeg/4308"
"287","Hal steeg","https://adamlink.nl/geo/street/damstraat/884"
"288","Pyl steeg","https://adamlink.nl/geo/street/pijlsteeg/3588"
"289","Servet steeg","https://adamlink.nl/geo/street/servetsteeg/4050"
"290","Duyfiens steeg","https://adamlink.nl/geo/street/duyven-steegje/5636"
"291","Schouten steeg","https://adamlink.nl/geo/street/schouten-steeg/5428"
"292","St Jans straat","https://adamlink.nl/geo/street/sint-jansstraat/4104"
"293","Ley-dekkers steeg","https://adamlink.nl/geo/street/leidekkerssteeg/2655"
"294","Goyer steeg","https://adamlink.nl/geo/street/gooijerssteeg/5840"
"295","Blaauw-laken steeg","https://adamlink.nl/geo/street/blaauwlaken-steeg/5634"
"296","Swart-laken steeg","https://adamlink.nl/geo/street/zwartlakensteeg/5658"
"297","St Anna straat","https://adamlink.nl/geo/street/sint-annenstraat/4095"
"298","Dolle bagyne steeg","https://adamlink.nl/geo/street/dollebegijnensteeg/1055"
"299","Trompetters steeg","https://adamlink.nl/geo/street/trompetterssteeg/4515"
"300","Pater noster steeg","https://adamlink.nl/geo/street/boger-steegje/5632"
"301","Niesel","https://adamlink.nl/geo/street/lange-niezel/2610"
"302","Heintien hoek steeg","https://adamlink.nl/geo/street/heintje-hoekssteeg/1708"
"303","Arm steeg","https://adamlink.nl/geo/street/oudezijds-armsteeg/3407"
"304","Sout Kooper steeg","https://adamlink.nl/geo/street/vredenburgersteeg/4837"
"305","Oley-slagers alias Rotte-nest steeg","https://adamlink.nl/geo/street/olyslagerssteegje/5646"
"306","Blaauwe Lely straat","https://adamlink.nl/geo/street/korte-niezel/2481"
"307","Koren-dragers steeg","https://adamlink.nl/geo/street/korendragers-steeghje/5638"
"308","Minder-broers steeg","https://adamlink.nl/geo/street/oudekennissteeg/3397"
"309","Kreupel steeg","https://adamlink.nl/geo/street/kreupelsteeg/2533"
"310","Stoof steeg","https://adamlink.nl/geo/street/stoofsteeg/4331"
